Название,Продукт,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Приморский край,"Химическая завивка волос, услуга",,,"245,21","306,88","392,57","427,18","518,41","681,22",,,,,,,,,,,,,,,
Приморский край,"Стрижка модельная в мужском зале, стрижка",,,"86,46","104,48","132,7","158,98","170,46","198,8","234,7","269,78","277,97","311,26","330,84","358,63","380,48","428,28","440,95","450,72","452,83","499,2","530,2","561,17","619,29"
Приморский край,"Ремонт  телевизоров цветного изображения, один вид работы",,,,,,,"542,2","606,59","765,35","865,02","874,97","1059,73","1059,73","976,62","1460,48","1598,93","1777,21","1794,37","1943,22","2202,25","2688,18","2688,18",
Приморский край,"Рытье могилы, услуга",,,,,,,,,,,,,,,,,,"7981,01","8473,43","10180,3","10144,03","10182,53","10394,62"
Приморский край,"Изготовление гроба, шт.",,,"931,75","996,29","1158,26","1257,81","1424,85","1495,09","1739,58","1827,66","1998,83","2320,79","2466,21","2434,43","3352,38","3713,5","3970,64","4136,51","4215,86","4669,84","4664,12","5834,22","8539,81"
Приморский край,"Химчистка мужского костюма, шт.",,,"272,31","316,26","339,67","414,02","544,95","593,16","685,39","774,02","798,96","858,08","899,82","972,39","1100,1","1161,19","1238,49","1238,56","1277,99","1305,9","1398,29","1525,56","1677,9"
Приморский край,"Выполнение малярных работ, 10 м2",,,"1594,96","2183,67","2641,7","3002,69","2917,84","2992,47",,,,,,,,,,,,,,,
Приморский край,"Выполнение обойных работ, 10 м2",,,"1457,06","1865,33","2203,58","2602,92","2548,8","2764,78",3758,"3931,11","3779,76","3680,96","4113,67","4140,95","4746,23","4949,96","6498,86","6185,91","6676,46","5029,23","6895,98","7547,75","8942,56"
Приморский край,"Изготовление фотографий для документов, 4 шт.",,,"45,13","53,26","59,6","79,25","89,51","101,05","90,1","113,13","121,71","144,87","154,76","161,46","186,2","196,89","216,73","226,64","234,41","255,83","273,52","282,67","320,64"
Приморский край,"Рытье могилы механическим способом на новом месте захоронения, услуга",,,,1300,1300,1975,2500,1900,1900,,,,,804,,5300,5300,,,,,,
Приморский край,"Рытье могилы ручным способом на новом месте захоронения, услуга",,,"1093,59","1923,82","2071,62","2730,13","2730,13","3741,12",7095,7500,7500,7500,7500,"6647,81","6739,4","7965,4","8275,57",,,,,,
Приморский край,"Рытье могилы ручным способом на родственном месте захоронения, услуга",,,"1145,25","2159,1","2354,49","3390,68","3516,05","4359,12",7095,"6666,93","6669,59","6669,59","6708,62","6212,63","6796,8","7439,96","7631,36",,,,,,
Приморский край,"Печать цветных фотографий, шт.",,,"5,16","5,16","5,28","5,36","5,69","5,69","6,7","7,17","7,54","7,57","7,58","7,61","9,91","11,77","12,47","12,52","12,41","13,58","13,66","12,97","18,46"
Приморский край,"Стирка и глажение белья прямого, кг",,,"20,11","28,98","35,89","41,83","46,29","51,78","94,78","104,77","104,77","118,17","122,9","123,66","128,76","136,51","143,61","143,62","149,59","149,59","151,87","183,14","212,89"
Приморский край,"Регулировка развала-схождения колес легкового автомобиля, один вид работы",,,,"208,12","218,62","301,4","398,57","500,86","749,17","744,34","744,34","824,4","883,27","868,52","910,69","942,63","921,56","951,19","1011,86","1066,08","1083,24","1180,04","1271,99"
Приморский край,"Шиномонтаж колес легкового автомобиля, услуга",,,,"42,15","40,56","45,08","43,93","51,56","60,78","118,45","136,5","171,12","176,36","208,71","233,47","244,32","238,88","249,1","313,12","343,02","303,67","314,35","344,48"
Приморский край,"Выполнение работ по облицовке кафельной плиткой, м2",,,,"433,83","418,21","414,87","432,87","450,18","1276,19","1275,24","1007,28","970,51","989,75","973,61","1028,21","1029,09","997,97","1086,62","1253,83","1360,61","1414,16","1589,95","1980,69"
Приморский край,"Ремонт малых электробытовых приборов, один вид работы",,,,"153,51","155,21","182,71","223,59","236,59",,,,,,,,,,,,,,,
Приморский край,"Замена элементов питания в наручных часах, услуга",,,,"50,17","49,14","47,28","54,04","63,44","77,55","88,68","144,11","196,04","204,24","237,66","262,98","300,6","309,37","315,58","315,2","337,52","343,28","349,05","414,04"
Приморский край,"Установка пластиковых окон, м2",,,,,,,,,"6234,09","6523,45","6455,28","6714,47","7345,61","7161,49","8033,17","8716,85","8795,89","9464,98","10115,23","14354,57","10989,48","14028,1","15841,26"
Приморский край,"Мойка легкового автомобиля, услуга",,,,,,,,,,,,,,,,,"443,52","455,2","466,1","342,44","309,36","334,63","404,79"
Приморский край,"Маникюр,услуга",,,,,,,,,,,,,,,,,,"496,02","492,58","521,02","539,54","598,77","926,94"
Приморский край,"Услуги организатора проведения торжеств, услуга",,,,,,,,,,,,,,"9599,36","10131,71","12367,12","12705,59","20667,72","22278,85","28666,72","29263,27","37478,51","6469,64"
Приморский край,"Проезд в городском муниципальном автобусе, поездка",,,5,"5,31","5,31",7,8,10,11,11,11,15,17,18,19,20,21,,,,,,
Приморский край,"Проезд в трамвае, поездка",,,3,3,3,5,5,7,7,7,8,8,10,11,12,13,14,16,16,20,20,20,"22,99"
Приморский край,"Проезд в троллейбусе, поездка",,,3,3,3,5,5,7,7,7,8,8,10,11,12,13,14,16,16,20,20,20,"22,99"
Приморский край,"Проезд в междугородном автобусе, в расчете на 50 км пути",,,"34,38","39,22","46,24","54,79","58,31","64,95","70,36","70,36","70,36","82,94","82,69","97,97","111,37","121,94","125,79","152,51","171,45","176,85","189,31","223,89","264,17"
Приморский край,"Проезд в городском коммерческом автобусе, поездка",,,5,"5,39","5,65",7,8,"9,7","10,7","10,7","10,7","14,53","16,66","17,47","18,44","19,66","20,37",,,,,,
Приморский край,"Проезд в маршрутном такси, поездка",,,5,5,5,7,8,"9,78",11,11,11,15,17,,,,,,,,,,
Приморский край,"Проезд в такси, в расчете на 1 км пути",,,,,,,,,,,,,,"24,9","25,88","25,98","27,3","27,58","29,16","29,53","30,38","30,67","38,02"
Приморский край,"Проезд в городском автобусе,поездка",,,,,,,,,,,,,,,,,,"22,77","23,62","27,1","28,42","33,75","35,59"
Приморский край,"Полет в салоне экономического класса самолета, в расчете на 1000 км пути",,,"1077,15","1288,47","1482,21","2001,05","2172,75","2451,01","1946,62","1488,13","1514,76","1616,39","1056,17","1256,84","1725,05","1564,18","1893,47","1982,37","1861,11","1930,92","1831,47","1894,85","4672,89"
Приморский край,"Проезд в пригородном поезде, поездка",,,13,13,13,13,17,20,28,28,32,32,41,41,45,50,52,52,52,57,59,61,65
Приморский край,"Проезд в купейном вагоне скорого нефирменного поезда дальнего следования, в расчете на 100 км пути",,,"37,5","44,04","54,74","61,18","80,01","95,18","120,79","136,79","137,95","129,17","170,14","150,04","161,73","167,62","181,07","184,91","191,51","192,42","188,04","206,26","198,81"
Приморский край,"Проезд в купейном вагоне скорого фирменного поезда дальнего следования, в расчете на 100 км пути",,,"56,11","65,9","81,88","95,56","103,91","123,65","156,93","173,97","193,5","182,88","222,16","188,98","221,07","231,7","252,49","252,59","260,63","217,55",,,
Приморский край,"Проезд в плацкартном вагоне скорого нефирменного поезда дальнего следования, в расчете на 100 км пути",,,"19,7","21,02","24,75","25,23","30,89","36,45","53,03","48,45","68,35","75,23","75,06","81,04","89,13","90,55","95,28","101,04","102,74","107,39","103,32","107,77","121,4"
Приморский край,"Проезд в плацкартном вагоне скорого фирменного поезда дальнего следования, в расчете на 100 км пути",,,,,,,,,,"66,68","91,55","100,71","100,39","114,58","126,01","128,11","134,7","134,7","136,91","141,71",,,
Приморский край,"Пересылка простого письма внутри России, массой до 20 г, шт.",,,"5,83","6,72","7,1","5,6","6,5","6,5","7,5",9,"10,5","11,8",13,"14,25",15,17,19,22,22,23,24,25,27
Приморский край,"Плата за пересылку простой посылки внутри России массой 1-2 кг,шт.",,,,,,,,,,,,,,,,,,292,298,325,335,"345,05",353
Приморский край,"Абонентская плата за неограниченный объем местных телефонных соединений, месяц",,,105,130,170,200,200,285,320,355,391,426,450,475,475,495,495,510,510,526,526,537,591
Приморский край,"Предоставление местного телефонного соединения при повременной системе оплаты услуг связи, минута",,,,,,,"0,26","0,26","0,26","0,3","0,36","0,42","0,46","0,5","0,5","0,54","0,6","0,64","0,64","0,66","0,66","0,68","0,74"
Приморский край,"Предоставление абоненту в постоянное пользование абонентской линии независимо от ее типа, месяц",,,,,,,130,130,130,145,161,176,185,195,195,195,195,195,195,201,201,206,227
Приморский край,"Абонентская плата при комбинированной системе оплаты услуг местной телефонной связи, месяц",,,,,,,200,220,220,235,261,286,300,315,315,330,330,340,340,352,352,361,398
Приморский край,"Предоставление междугородных телефонных соединений (разговоров) автоматическим способом на расстояние 601-1200 км, минута",,,"6,04","6,5","6,5","6,5","6,5","6,5","6,3","6,3","6,3","6,3","6,3","6,3","6,3","6,3","6,3","6,3","6,3","6,7","6,7","7,04","7,74"
Приморский край,"Предоставление междугородных телефонных соединений (разговоров) автоматическим способом на расстояние 1201-3000 км, минута",,,"7,25",8,8,8,8,"7,7",7,7,7,7,7,7,7,7,7,7,7,"7,46","7,46","7,84","8,62"
Приморский край,"Отправка телеграммы обыкновенной внутренней, 15 слов",,,27,29,29,29,38,38,"46,2","55,5","86,55","86,55","92,4","98,65","103,7","108,95",,,,,,,
Приморский край,"Абонентская плата за радиотрансляционную точку, месяц",,,21,30,30,40,45,50,55,65,85,95,95,105,105,120,145,160,160,215,215,215,
Приморский край,"Абонентская плата за пользование услугами сотовой связи, месяц",,,"290,32",,,,,,,,,,,,,,,,,,,,
Приморский край,"Предоставление местного соединения (разговора) по сотовой связи, минута",,,"13,58","7,15","6,75","5,22","4,59","4,92","5,04","4,37","2,51","1,9","1,56","1,11","1,13","1,28","1,5","1,59","1,89",,,,
Приморский край,"Плата за исходящее SMS-сообщение, шт.",,,,,,,"1,33","1,3","1,3","1,4","1,49","1,67","1,45","1,51","1,58","1,48","1,56","1,68","1,73",,,,
